songnumber,songid,albumid,albumname,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,track_id,artist_hotttnesss,artist_mbid,artist_playmeid,artist_7digitalid,release1,release_7digitalid,song_hotttnesss,track_7digitalid,analysis_sample_rate,audio_md5,end_of_fade_in,energy,key1,key_confidence,loudness,mode1,mode_confidence,start_of_fade_out
4740,SOXNMJY12A81357342,229718,Country Christmas,ARDY3451187B9A0226,38.6819,Dry Ridge KY,-84.5943,Skeeter Davis,0,153.965,7,0.724,150.784,4,0,Santa Claus Is Coming To Town,1999,TRAQDXM128F421F033,0.395791,fd8f6b23-480c-4605-8152-51a5e8a39dfb,13989,41462,Country Christmas,229718,0.473346541,2515930,22050,bd4e0182fb58ca4481a9f716e093dcf5,0,0,7,0.724,-16.87,1,0.662,143.418
4741,SOVBLWJ12A6D4F6EE4,55322,Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996,ARTZXUP11F4C83D65B,9.08457,Nigeria,8.67425,Crystals,0,150.909,6,0.632,117.623,4,0.582,He's A Rebel,0,TRAQDYJ128F14989F8,0.433357,c84a5c5b-50eb-4b30-887d-3b7c1790765a,-1,20861,Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996,55322,nan,574901,22050,cb00bc478e29da1f4fde28b0d4a30b96,0.189,0,6,0.632,-5.651,1,0.519,139.163
4742,SOXVCSA12A8C137504,92970,Love And Freedom,ARXJJSN1187B98CB37,0,Detroit MI,0,Bebe Winans / Stephanie Mills,0,324.937,7,0.378,144.005,4,0.445,Everyday,2000,TRAQDZM128F426444D,0.488181,8c86f18c-6703-473c-a1ca-482abd0cca27,21804,4458,Love And Freedom,92970,0,2235110,22050,2f99c7a319c5542166a600fb02e5a922,0.2,0,7,0.378,-9.2,1,0.423,310.526
4746,SOUSGXU12AC468B613,688578,Share the Laughter,ARMD0G81187B99A519,0,,0,Vickie Winans,0,108.46,1,0.364,124.734,1,0,Boyfriends,0,TRAQEJH12903CF048F,0.396856,378125ec-fd93-4920-87f0-0ab145c2db88,8019,142898,Share the Laughter,688578,nan,7643050,22050,4874e4e1490bdd0390ab53be4913ec7c,0,0,1,0.364,-18.871,1,0.418,105.424
4748,SONYLMS12A58A7C76D,38375,My Destiny,ARUBDQW1187B98D775,0,,0,Kim English,0,292.597,4,0.24,123.978,4,1,Treat Me Right (Jon Cutler Album Version),0,TRAQEKV128F147B762,0.372315,77c9fe77-efef-4bef-bf97-a2be3479b981,-1,20991,My Destiny,38375,0.405115722,410424,22050,fb5a87665dc40209afed2f284b654020,0.142,0,4,0.24,-5.193,0,0.259,283.162
4749,SOIPALY12A8C134921,93092,Frankenstein Love,AR6CLFP1187B9ACB94,0,Sacramento CA,0,Daniel Johnston,0,115.356,9,0.232,158.304,7,0.627,Come To Me Tonight,1998,TRAQELD128F4274F52,0.473613,8a7ca8b0-d23c-4eff-8fe9-6220ba5c9c76,-1,4387,Frankenstein Love,93092,0.427446571,993214,22050,d6f175497d013c6b12e339588cde6f4f,0.073,0,9,0.232,-11.092,1,0.296,109.714
4750,SOYAKYV12A8C1366D6,148341,Coleccion Aniversario,ARJRQL51187FB541AB,0,,0,Juan Carlos Baglietto,0,218.096,4,0.598,131.624,1,1,Todo A Mi Favor,0,TRAQELO128F42595F5,0.386631,84f01d1b-ff47-4b26-bedb-2701ec5b2c9f,67826,19920,Coleccion Aniversario,148341,nan,1544870,22050,33600e3e2ddf8b77abe6f3630f6b67c3,0.456,0,4,0.598,-15.459,1,0.53,213.031
4752,SOILKFY12AB01859FF,420080,Love Rule,ARTPGR61187B98B0F6,0,,0,Thriller U,0,235.128,9,0.352,72.305,3,0.714,Dancehall Man,0,TRAQEOO128F9336721,0.32259,ae45c35a-5eda-4536-bb7f-ece636058c44,-1,7760,Love Rule,420080,nan,4680970,22050,d07d03d166038e79088e6a06cc5a3b1b,0,0,9,0.352,-10.677,0,0.334,229.674
4754,SOREWHH12A58A7CDF8,323446,North // South,ARAJ5XN1187B9B578B,39.7393,Illinois,-89.5041,Jimmy Johnson,0,287.32,9,0.612,98.929,4,0.728,Country Preacher,0,TRAQESC128F92D9527,0.403683,becde587-4e57-49a7-81d9-f1aeef8c32b8,149815,176623,North // South,323446,0.511424326,3642230,22050,cac0b99232e6bbaf3a1a32ae21cf0d55,0.398,0,9,0.612,-8.581,0,0.486,263.819
4758,SODHZNC12A8AE47F36,135485,Rit_ Vol. 1,AR0BV7E1187FB386C1,0,Hollywood CA,0,Lee Ritenour,0,223.451,9,0.703,148.879,4,0.553,Good Question  (LP Version),0,TRAQFCX128F423C1A4,0.144685,0c361ea5-98c6-4947-900b-201833f2dd84,5194,40247,Rit_ Vol. 1,135485,0.434347951,1404960,22050,5c1031a8eb5f43bad256e21c2b718362,0.504,0,9,0.703,-10.982,1,0.656,207.819
4759,SOBQXVB12A8C138200,291718,MAD HATTER,ARKU2GK1187B98C8AB,40.7146,NY - New York City,-74.0071,The Jason Bonham Band,0,290.194,9,0.51,196.013,4,0,Bing,1992,TRAQFDL128F427E823,0.307366,839ac2bd-643b-4bc8-b8f6-4f503392cdef,19839,226119,MAD HATTER,291718,0,3273940,22050,33578c3db561b3059f13f969b8ca1f3c,3.379,0,9,0.51,-7.11,0,0.395,287.115
4761,SOUJZUN12AB0183A9B,802033,Soweto Jumpoff,ARXTYER12086C167DD,0,,0,Audio Pyper,0,405.524,7,0.016,124.996,4,1,Walk in the Park,0,TRAQFGC12903CB9BCB,0.233048,2e242987-67f7-435d-9c79-9c65586c1841,-1,471843,Soweto Jumpoff,802033,0.235396042,8870080,22050,b4028f31845a66ab2f7fa0bb917bbf02,0,0,7,0.016,-12.98,1,0.135,400.916
4762,SOGTWZP12AB018545B,457892,Talkin' Stick,ARMOBJT11F50C4A101,0,,0,Oliver Lake Quintet,0,419.761,6,0.695,131.611,4,0.488,Only If You Live There,0,TRAQFGE128F9322ADA,0,,-1,339164,Talkin' Stick,457892,0,5096850,22050,c3c28989304bbbd93d71d8015b22de89,0.241,0,6,0.695,-10.383,1,0.589,409.263
4763,SOEMXXF12A6D4F932C,74894,Spirit Of The Rainforest,ARI4S0E1187B9B06C0,35.8307,Tennessee,-85.9787,David Arkenstone,0,363.415,4,0.224,106.998,3,0.956,Waterfall (Spirit Of The Rainforest Album Version),0,TRAQFGR128EF34E7AF,0.430942,50a45c3d-b54b-4fd5-bb83-5046e4ff6813,16633,960,Spirit Of The Rainforest,74894,0.270775999,772774,22050,96828a19026b448fde5045a4a0af7f3f,4.87,0,4,0.224,-18.327,0,0.231,343.905
4764,SOONKCD12AB018353D,337100,Heartbreak Boulevard,ARY7ERS1187B9903AE,0,,0,Mark Ashley,0,190.772,11,0.203,99.996,4,0,Operation Love,0,TRAQFHK128F92F3274,0.303136,d2efd2a4-4251-4260-8aaf-2ba6910713f7,-1,108900,Heartbreak Boulevard,337100,nan,3773810,22050,aeb4c46aacdfd44492443986417b3430,0.496,0,11,0.203,-4.336,0,0.534,182.764
4765,SOYTTHD12A6D4FACA0,175508,Process And Passion,ARPK1CM1187B9B6B9C,0,,0,Roger Reynolds,0,313.913,11,0.397,48.607,1,0,Stereophonic Presentation - Kokoro_ Pt. 5,0,TRAQFPB128F421FFC9,0.263509,b086eeea-0a4b-4c5f-8bc0-72681fcc1444,84257,133387,Process And Passion,175508,0,1886730,22050,a823ab45bda274b66a88b39ba49d2f8c,0.212,0,11,0.397,-37.668,0,0.605,313.913
4766,SOSYYND12AB0186F9A,571514,Put Neprojdennyj,ARWPLGU1187B9A8255,0,,0,Alkonost,0,542.876,9,0.65,109.953,4,0.018,Dumy Moi-Zamicy Dal Nie...,0,TRAQFPY12903C9EA62,0.431731,ab5cdc1a-c621-4b27-b2ec-36969b6e2b0d,-1,424546,Put Neprojdennyj,571514,nan,6330750,22050,60208fea4c87ed8cabb487dc1d18acef,0.311,0,9,0.65,-4.456,0,0.574,538.587
4767,SOHIWMI12AB017C48B,537383,They'll All Believe_ There's Nothing Wrong With My Heart,ARKFJMK11F50C4F213,0,,0,A Ghost Devotion,0,305.345,9,0.396,137.973,4,0.694,Need Not,0,TRAQFRC128F930D467,0.213791,,-1,365507,They'll All Believe_ There's Nothing Wrong With My Heart,537383,0,5943100,22050,416cb09f4b7b707ff714e9bb6f8e8a90,0.316,0,9,0.396,-8.489,0,0.487,281.368
4768,SOQVHOW12AC46885EE,790603,Zume De Tierra,ARW2I321187B9A9F87,0,,0,Xose Manuel BudiÃŒÂ±o,0,365.479,0,0.75,119.835,4,1,A Galicia Vente Xa,0,TRAQFUM12903D0F30B,0.271757,7025b16f-c58d-4939-9d25-74b871cbc6da,213452,146907,Zume De Tierra,790603,nan,8745500,22050,4b72e18c99c1acce146fe0883c37329e,2.862,0,0,0.75,-5.407,1,0.689,358.388
4769,SOPWSJD12A8C134A1A,143221,RyanDan,ARC4HSQ1187FB55940,0,,0,RyanDan,0,235.128,0,0.813,111.518,4,0.569,Always,2007,TRAQFXU128F424DF7C,0.371574,e30ba451-00f0-44a5-8518-85a08fbf290f,-1,98241,RyanDan,143221,0.460484845,1494060,22050,1b378db3536002f2642e9056bd666da1,0.119,0,0,0.813,-8.567,1,0.563,225.686
4770,SOSFYHJ12A8C13AF10,248865,Untitled,ARWTWYV1187B996D8B,18.0157,Kingston,-76.7973,Pelt,0,225.985,11,0.473,107.368,3,0.778,Track 04,0,TRAQGHF128F4263CCB,0.326816,a923f346-af54-4404-a170-82dd64ce1fb6,-1,191245,Untitled,248865,nan,2818600,22050,94c266b1e652da6046b1c8d08d4cab85,5.41,0,11,0.473,-22.196,1,0.361,210.82
4771,SOGXADW12AB0183042,454569,House of Stone,AR16T2D1187B98ABF4,0,,0,The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,0,239.333,1,0.866,179.912,4,0.331,No Mercy Remix (Cade Money Remix),2007,TRAQGID128F932232D,0,1c6ae3b3-0115-4305-9917-d042e830abfb,-1,336028,House of Stone,454569,nan,5094890,22050,a6a72c327820d4a3617e312714d5e33d,0,0,1,0.866,-6.947,0,0.557,234.33
4772,SORLFPE12A6D4F2B84,78341,Vivianism,ARBQ5TQ1187B992B8A,0,CANADA - Ontario,0,Vivian,0,227.761,6,0.785,90.993,4,0.42,Bad Creation,2007,TRAQGLM128EF356DEA,0.35926,b741b38e-9019-4aaf-b28a-f9d6680105df,52364,5449,Vivianism,78341,0.215080319,823852,22050,7fbba100cacfd2cce489c9f62a110787,4.319,0,6,0.785,-6.53,1,0.745,214.494
4775,SOORZRU12AC468A12D,777840,Mes premiers vinyls,ARKJKVO1187FB49D0A,0,,0,MichÃŒÂ¬le Bernard,0,192.679,5,0.455,114.495,4,0.158,Chanson sous la pluie,2002,TRAQGRI12903CEE1DA,0.373863,ca4696e3-308b-49d1-98b2-e3f917e8bd3b,-1,200430,Mes premiers vinyls,777840,nan,8609900,22050,2eaff4c7ebd3f80064cdf2a73c74b0e8,0.143,0,5,0.455,-10.338,1,0.383,184.645
4776,SOPQTWV12AC3DF9853,730337,A Loaf Of Bread_ A Container Of Milk And A Stick Of Butter,ARNNBW81187FB55594,52.9492,nottingham,-1.14392,We Show Up On Radar,0,194.716,4,0,80.029,3,0.562,Like a Bird Pulling Up At a Worm,0,TRAQGWN12903CE658C,0.385124,b29c45fe-3e06-4736-9053-1cbe93f61691,-1,161566,A Loaf Of Bread_ A Container Of Milk And A Stick Of Butter,730337,0.266955186,8090340,22050,413edfb3d4f3f35ca29f53a5aef51d98,2.363,0,4,0,-13.362,1,0,185.162
4778,SOEMIKT12A8AE4884B,186231,One Way,ARPAH7U1187B9A308F,0,Kingston Jamaica,0,Cocoa Tea,0,237.897,11,0.586,163.664,4,0,I Can't Help,0,TRAQGXT128F4239CE0,0.292907,2e3b8f85-3c9c-45ed-94c4-72afe1f88588,-1,38471,One Way,186231,0.249065795,2018050,22050,927cc4f66aa9774790df7eb5d8ac7a73,0,0,11,0.586,-7.441,0,0.633,229.988
4779,SOJZOST12A8C139DA4,203334,East,ARYN80Y1187FB49F36,0,,0,The Rongetz Foundation,0,390.373,4,0.52,119.992,4,0.947,East,0,TRAQGZY128F425E791,0.389314,d31dbfe5-3272-4b2e-bcca-86577b87f6c6,-1,153144,East,203334,0.306699165,2208630,22050,a22e3ee7b178f76c96f580d25ca0cf95,2.229,0,4,0.52,-8.415,0,0.519,376.245
4780,SOXTCSF12A8AE4628A,280446,The Beyonce Experience Live Audio,AR65K7A1187FB4DAA4,0,,0,BeyoncÃŒÂ©,0,161.384,11,0.052,113.992,3,0.522,Ring The Alarm,2006,TRAQHAK128F425EDD8,0.612067,183105b5-3e68-4748-9086-2c1c11bf7a3d,193,21453,The Beyonce Experience Live Audio,280446,nan,3125700,22050,d934807a93536511c08aecc3c5ffe0da,0,0,11,0.052,-3.964,0,0.397,152.282
4781,SOMCYNS12A58A7B8BE,16681,Harlem World *Cancelled*,ARS2W231187B99EDEC,0,,0,Mase,0,263.183,9,0.66,92.028,4,1,Wanna Hurt Mase? (Album Version),0,TRAQHCG128E07951DA,0.415115,d9f9a722-362e-4be6-8748-00cd9454cb15,-1,40912,Harlem World *Cancelled*,16681,0.48456253,178025,22050,60de4f46f3cc97e6af5d5125b8fbae9b,0,0,9,0.66,-6.933,1,0.481,250.729
4782,SOMORVY12A8C144093,474494,Don't Be Afraid,ARGY9FW1187B991C7D,0,Minneapolis MN,0,Information Society,0,288.626,6,0.455,150.055,4,0,Seek 300,1997,TRAQHHV128F92E0787,0.430898,051439e5-478e-4c03-8bea-774ad0c28c12,45899,4708,Don't Be Afraid,474494,0,5270440,22050,68d57a822ae187263d7b6f9a4f54c42a,0,0,6,0.455,-8.149,0,0.395,281.437
4784,SOMORZB12AB0188412,813956,English Tale,AR0OEYB1187FB4A81E,53.9306,Yorkshire England,-1.20788,Catherine Howe,0,203.441,7,0.587,164.886,3,0.717,Going Home (Acoustic),0,TRAQHKA12903CD817A,0.31921,7e92079b-6d93-4c8d-87bd-364c3a5d2bc3,-1,367053,English Tale,813956,nan,8995000,22050,73a085df7bfd3dd439f97be7b24b2060,0.357,0,7,0.587,-15.095,1,0.828,191.483
4786,SOKAJCZ12AB0186428,505308,The Horrible Plans Of Flex Busterman,AR4NTMG1187B9B5C17,0,,0,Patric C,0,286.432,1,0.052,198.138,1,0,Everything Has Changed,0,TRAQHMP128F932D69C,0.311842,86d72156-a411-447a-b865-f7b3f1aaf4b6,-1,7176,The Horrible Plans Of Flex Busterman,505308,0,5591450,22050,c7affea2ded93f54cd06ff09913f08c9,0.322,0,1,0.052,-11.651,1,0,280.462
4787,SOGSSOW12AB0189E3E,573754,Messin' Around tha House,AR43KFF1187B9B74B1,30.9742,Louisiana,-91.5238,Little Freddie King,0,312.633,4,0,128.745,4,0.154,Goin' Upstairs (Little Freddie King),0,TRAQHNQ12903CA5676,0.338781,b24e9215-56e2-4393-adac-b0aeedc2b330,191164,403682,Messin' Around tha House,573754,nan,6359080,22050,1567eccb1178ebf457d062a6f473c587,0.392,0,4,0,-9.995,1,0.236,307.13
4790,SOCJFRN12A8AE459BF,236135,Magic,ARD3ICK1187B9A56C9,0,,0,Jimmy Riley,0,233.717,8,0.151,162.139,4,1,Show Of Love,0,TRAQHOL128F422F029,0.299705,96a5d12b-6f2e-4679-be43-ce0cc5146da6,-1,7565,Magic,236135,nan,2589050,22050,f379c5b6bf0789ecadffc2112c039073,1.465,0,8,0.151,-13.887,0,0.518,221.124
4791,SOAASSD12AB0181AA6,326864,16 Most Requested Songs Of The 1950s. Volume Two,ARKXLIJ1187B9A4C54,0,,0,Percy Faith & His Orchestra,0,195.03,7,0.588,91.765,3,1,Song From Moulin Rouge,0,TRAQHPK128F92E339B,0.36134,dd38ac8c-9fb0-466c-b011-5de671f5978b,8527,22338,16 Most Requested Songs Of The 1950s. Volume Two,326864,nan,3685550,22050,27e11912b57201b58e5cc2da9364e6f4,0,0,7,0.588,-11.149,1,0.689,192.145
4793,SOCIAAX12A58A7CEDB,32651,Best!,ARNDTKL1187B9AF57C,0,San Francisco,0,Jellyfish,0,216.607,5,0.156,169.875,4,0,The Ghost At #1,2006,TRAQHWF128F146FF11,0.444904,e3087942-a74b-4623-9349-d22cde0a9ad5,-1,16358,Best!,32651,0.4785044,351161,22050,a0cb7fb0388c9e7475bdd20773604378,3.483,0,5,0.156,-9.679,0,0.261,203.999
4794,SOYHENM12A8C13BEAD,211974,Uno,ARUP5LV1187FB50BD8,34.1679,Arizona,-111.931,Fuzz,0,238.367,11,0.403,153.978,4,0.614,Blues 666,0,TRAQHYE128F4275428,0.359776,b1ee2b8a-2288-4887-8be7-4b059a57970f,-1,160071,Uno,211974,nan,2306590,22050,e83968d399e7bcdd6bf6030fd4ccf627,0.084,0,11,0.403,-3.768,1,0.535,233.21
4795,SOVUNDW12A58A7AF38,714206,Amidar,ARE17W51187FB5381B,51.5063,London,-0.12714,Rui Da Silva,0,444.917,11,0.045,65.005,4,0.096,Amidar (CCCP Mix),0,TRAQIBP12903CBD3E0,0.3888,3ab20833-bea6-4972-9e83-14599e3666a1,-1,230367,Amidar,714206,0.265861049,7921470,22050,dd0a299d9e580e0c0ce36858dcedf5d2,0,0,11,0.045,-5.999,1,0.41,432.048
4797,SOWLLSW12AB0184EE8,466884,Freedom Of Expression,ARBYBBY11F4C8458A8,0,,0,Faking David,0,169.56,10,0.463,98.259,4,1,Down A Notch,0,TRAQIDB128F9339E13,0.216278,,-1,345681,Freedom Of Expression,466884,0,5193400,22050,f444935dbb184dacd60690f62802736f,0.414,0,10,0.463,-10.769,0,0.444,165.442
4798,SOKUWZA12AB017FB9B,509338,Canciones Para Grandes,ARFILWJ1187B9ADDBF,0,,0,MarÃŒ_a Elena Walsh,0,148.898,10,0.871,103.623,5,0.639,Balada De La Mariposa,0,TRAQIET128F9338109,0.257063,0059d0f1-8d04-4363-a2b2-d79f8b9a29b8,193267,455229,Canciones Para Grandes,509338,nan,5635270,22050,20bd505411d0965d3d6d893bdda318ba,0.34,0,10,0.871,-13.024,1,0.676,143
4799,SOUMIYO12A6D4FD73C,272297,Bassturk,ARIJC9L11C8A415690,0,,0,BassTurk,0,259.056,2,0.759,90.627,5,0.474,Unutmam,2008,TRAQIHG128F424B549,0,44764863-52d9-4c6a-a9e5-e9b0cd3337b9,-1,-1,Bassturk,272297,nan,3035290,22050,02ab3cbb75583029dcfef9d72f563666,5.95,0,2,0.759,-10.399,0,0.675,242.236
4800,SOCOMAW12AB017EE59,446779,Who's Sorry Now?...The Early Years 1955-58,AR392MV1187FB3C3FE,40.732,Newark NJ,-74.1742,Connie Francis,0,135.862,7,0.683,121.993,4,0.459,You Were Only Fooling,0,TRAQIKC128F9303360,0.456081,5fcd7daf-25e1-47fd-9ba1-830b42708f84,36988,1636,Who's Sorry Now?...The Early Years 1955-58,446779,0.313562114,4957040,22050,6e423224f4aa35fa49d768e7058714a3,0,0,7,0.683,-9.956,1,0.596,130.194
4801,SOQKAFW12A67ADA4C6,129253,Kamikaze,ARSE5NP1187B9B98AB,0,Chicago IL,0,Twista Featuring Cee-Lo,0,272.509,11,0.334,106.967,4,0.643,Hope  (Edited Album Version),2004,TRAQIQP128E079505F,0.593808,0bc858a1-3573-4216-9423-c96dd8c72919,1634,598,Kamikaze,129253,0.327736683,177633,22050,ceaf1c7854dab6f0ec3cfaee6af06c84,0,0,11,0.334,-5.126,1,0.451,259.349
4803,SOBTTPI12A8C1406EF,219093,Future Shock,ARNMWP51187FB3E963,41.8842,Chicago IL,-87.6324,Curtis Mayfield,0,237.609,6,0.438,83.902,1,0,Soul Music (ReMastered),2006,TRAQIUE128F4286303,0.495307,4dca4bb2-23ba-4103-97e6-5810311db33a,2041,5104,Future Shock,219093,nan,2389970,22050,ece1315ffde79b0a234825f1f548e7a3,0.183,0,6,0.438,-14.364,0,0.901,228.722
4804,SONNXJI12A58A7AD05,601499,Yes! 2-Disc Set,ARCF06I1187B995398,0,,0,K-OS,0,282.435,9,0.63,102.91,4,0.159,The Avenue (Zack W. Remix),0,TRAQIWL12903CF2A34,0.430697,3dfb71a2-2e06-4a69-8839-3e1fc07e92ea,7897,16967,Yes! 2-Disc Set,601499,0.548678056,6678570,22050,9d8113c89c863a29f480697dfffc41dc,0,0,9,0.63,-6.472,1,0.483,279.899
4805,SOPOSOZ12AB018C568,802498,Gospel,ARV8DLF1187B9A4C7C,34.0535,Los Angeles CA,-118.245,The Mighty Clouds Of Joy,0,141.583,0,0.343,95.984,4,0,I've Come This Far by Faith,0,TRAQIYQ12903CBAE8A,0.408635,13140835-12e8-4208-a5c2-76992802381e,20272,27035,Gospel,802498,0,8874880,22050,317fa1ff9998e56da3f51a8ab07ad95a,0.392,0,0,0.343,-14.502,0,0.469,133.039
4807,SOHWQKE12AB0187F90,414439,Entre tanto canto...,AR6VWIR1187B98C1E9,0,,0,Alturas,0,293.903,0,0.492,78.01,4,0,Turu wilakuy,0,TRAQJAO128F93289C4,0.236099,ffa605f6-dead-4f42-ba28-898625b49765,-1,312500,Entre tanto canto...,414439,0,4615220,22050,0037b45b5e11711a85e79a79dcc2a20a,8.197,0,0,0.492,-14.956,1,0.573,274.471
4808,SOQUEQP12A8C1397DE,263655,Shogun Assassins EP Vol. 3,AR9XZPA1187B9AC7D4,0,,0,Spectra Soul,0,303.516,4,0.391,85.006,4,0.52,The Tube,2008,TRAQJAU128F42585AD,0.402044,11d0f9fe-3a5f-448d-85a0-f9f4e01cdfdd,-1,208047,Shogun Assassins EP Vol. 3,263655,0.460541281,2771600,22050,b4e66e689bd6dbbb6093557f345ee1f9,0,0,4,0.391,-7.751,1,0.412,289.977
4809,SOCMHVU12A8C13A274,105758,Unlimited,AR18AJW1187FB3F9FA,0,,0,F.I.R.,0,248.032,6,0.297,101.471,7,0.435,Si Xin De Li You,0,TRAQJBM128F428DA47,0.370541,a8251b7f-2ea9-4661-89c1-0950b5867034,-1,36823,Unlimited,105758,nan,1095380,22050,8edde29d86ba9641b52b19c6ce9b5da9,0,0,6,0.297,-6.351,1,0.426,235.294
4810,SOPAQJH12AB018BAFC,715656,Black Debbath Hyller Kvinnen!,AR93K7R1187B9AC92A,59.9123,Oslo Norway,10.75,Black Debbath,0,268.617,0,0.392,85.068,7,0.849,GrÃŒÃ_nn Dame_ RÃŒÃ_d Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein),0,TRAQJBN12903CC16B5,0.392325,8e4685ea-5d37-459e-9a69-5c6e043b4369,-1,485375,Black Debbath Hyller Kvinnen!,715656,nan,7938610,22050,26bec4fecc5c93b7cbc30bfa2f9a609b,0,0,0,0.392,-6.093,0,0.409,262.624
4811,SOXOKBA12CF54651D5,293621,Just Because I'm A Woman,ARYJSY01187B9B7C65,0,Locust Ridge TN,0,Dolly Parton,0,125.335,10,0.728,100.06,4,0.681,I'm Running Out Of Love,2008,TRAQJFK128F428508A,0.603876,1d543e07-d0d2-4834-a8db-d65c50c2a856,493,2199,Just Because I'm A Woman,293621,nan,3300970,22050,3ccb0a1de9a1c98ac11f837c9e2ee372,0.42,0,10,0.728,-10.609,1,0.709,116.5
4813,SOOWFID12AC9DCED58,564640,Our Scottish Heritage,ARFQCJT1187FB3C099,0,,0,The Glencastle Sound,0,3.5522,2,0,110.76,3,0.143,Medley: Bobby Stenhouse; Braes Of Gleniffer; Girl In A Blue Dress,0,TRAQJKM128F93578DA,0.252973,5501b610-b6fe-4b59-909c-4fa6f38cbc02,-1,20808,Our Scottish Heritage,564640,nan,6249900,22050,8f7bf543c8ee55dce3e46607993eaa5c,0,0,2,0,-15.118,1,0,3.552
4814,SOCQEJA12AB0187390,518347,Boomerang,AR1LKDU1187B991E0B,0,,0,Bruce Carroll,0,278.413,4,0.445,90.094,3,0.788,The Room,0,TRAQJLD128F9350D44,0.345447,a16dc0eb-a3cf-4814-9b90-f5cc9fd8ad4c,64302,354932,Boomerang,518347,0,5738420,22050,094889181c9031a47f07b66f18341417,10.292,0,4,0.445,-10.882,0,0.503,267.233
4815,SOSLDDI12AB0180835,349122,Glen Ricks' Rock My Boat,ARTWNNQ1187B9A15BC,0,,0,Glen Ricks,0,167.497,4,0.115,86.999,4,0.638,Magic Carpet Ride - Original,0,TRAQJLZ128F930BD03,0.256562,5b357db0-2ecd-42a4-afb8-0004aeec0cbf,-1,53443,Glen Ricks' Rock My Boat,349122,nan,3897280,22050,e5f001e88ac4b0e59b165d467300726c,0.193,0,4,0.115,-10.469,1,0.275,157.989
4817,SOAZGGS12A8AE457F4,279684,COCO 1994-2008 Best Collection,ARWENXU12454A2DE56,0,,0,CoCo Lee,0,269.531,10,0,100.034,4,0.03,Mo Jing,0,TRAQJNA128F425D4F0,0.21937,,12972,127905,COCO 1994-2008 Best Collection,279684,nan,3119260,22050,a6dcdf9b24a777d639e75b7785cc80a1,0.171,0,10,0,-6.025,0,0.085,269.531
4818,SOCTFYZ12AB018CE46,803589,The Legend Of Floyd Jones,ARATH401187B98A7DE,0,,0,YZ,0,287.373,0,0.51,43.991,1,0,Love,0,TRAQJNQ12903CBD304,0.290403,d75b8331-de43-45b0-a281-548b70a540a8,146074,345479,The Legend Of Floyd Jones,803589,nan,8884280,22050,45e723120e3695be75ec2ff60b83f3db,0,0,0,0.51,-14.64,0,0.323,261.979
4819,SOIZPQD12AB017E788,391315,Introspective,ARAI3SX1187B9A3A9A,0,,0,Brainchoke,0,87.144,11,0.099,137.07,4,0.113,Crystal Clear,0,TRAQJOE128F92F1D58,0.307505,5d73fe4a-960d-4188-acf2-96ecbe6a3a2a,-1,297984,Introspective,391315,0.22154866,4342930,22050,b81eb8ded5936b2308d08ccacfcf0491,0.125,0,11,0.099,-3.254,0,0.362,83.273
4822,SOKHNPX12A8C14512E,377938,Best Of The Radio Shows,AR7QAHN1187FB35F8B,26.1237,FORT LAUDERDALE Flevoland,-80.1436,Groucho Marx,0,321.201,4,0.593,131.128,5,0.539,Show Fifteen with Bernard Sampson & Robert Sewell,0,TRAQKAH128F92D62A7,0.434622,534370ec-59cb-49f5-84a6-d4c7c8ad6daf,56584,211068,Best Of The Radio Shows,377938,nan,4207120,22050,a78347be24d5ed14c8dbe0ff8c03e41c,0.2,0,4,0.593,-9.332,1,0.515,317.632
4823,SOZMGEI12AB018DA91,670712,One Night In Madrid,AR2MEUK1187B992D1B,0,,0,Jeff Scott Soto,0,298.057,10,0,180.974,4,0.122,Colour My XTC,0,TRAQKCG12903CBE810,0.407344,9946e322-2eb6-43dd-ae66-dd28114f1522,59687,80602,One Night In Madrid,670712,0.334706549,7438400,22050,d381aa5813177d47742b1fb4152c69b0,0,0,10,0,-4.304,0,0.288,295.184
4825,SOEYVTH12A8C138E6E,253948,Kinavana,AROQ9OT1187B99E88D,0,,0,KÃŒÂ©kÃŒÂ©lÃŒÂ©,0,309.498,9,0.717,115.072,4,0,Yo Odeconer,2006,TRAQKIM128F42618D0,0.310309,7a00735d-15eb-4a6d-aefe-7005aa28fd5d,-1,194485,Kinavana,253948,0.265861049,2809270,22050,654256e4935eb59e32214d53446b6e2a,0.411,0,9,0.717,-7.821,1,0.704,300.809
4827,SOXYNYD12A8C13DF7B,223668,Rochereau_ Sam Mangwana & l'African Fiesta National,ARNLOX91187B990BFC,0,Bundundu Zaire,0,Tabu Ley Rochereau,0,173.191,0,0.191,100.009,4,0.324,Kassoule,0,TRAQKTC128F429211E,0.332324,85a694a0-dde9-4d79-a3b5-11950be0f3de,74963,167764,Rochereau_ Sam Mangwana & l'African Fiesta National,223668,nan,2444210,22050,62ffbc4b251b0029ede221484df07d49,0,0,0,0.191,-13.029,1,0.479,166.208
